SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_10_0,45,438000,30,34400,23,50200,31,4822200,26,864200,38,857500,
seq_10_1,45,44600,34,25200,25,33600,25,9600,26,14600,40,26100,
seq_10_2,45,8600,21,4700,20,26300,29,9000,37,16400,40,27000,
seq_10_3,45,11600,35,6800,22,29800,27,8700,25,12500,36,26400,
seq_10_4,45,11100,42,7700,22,26500,25,7600,23,10900,40,27200,
seq_10_5,45,10100,33,6300,24,24400,23,10700,27,11700,41,27700,
seq_10_6,45,9200,28,5600,23,26000,22,7900,22,9800,42,27200,
seq_10_7,45,9300,28,5800,23,49100,21,10500,23,42500,36,27100,
seq_10_8,45,11200,29,5800,24,22100,21,7000,20,10600,41,40300,
seq_10_9,45,12300,34,7900,22,31700,24,11300,20,15300,39,41900,
seq_10_10,45,12500,35,9800,23,28100,21,9700,21,12500,39,33400,
seq_10_11,45,12500,34,6500,24,24900,22,8600,25,13600,36,31600,
seq_10_12,45,9400,30,5800,23,36100,25,7300,25,12300,40,55300,
seq_10_13,45,10400,25,6100,22,22900,19,7900,24,12900,41,32700,
seq_10_14,45,10500,32,5900,22,21000,26,8600,22,11500,37,30100,
seq_10_15,45,9100,27,5200,23,22900,24,7800,19,11400,39,29100,
seq_10_16,45,9200,29,5400,20,19600,24,7200,25,10700,42,14100,
seq_10_17,45,9000,28,5300,24,20200,29,9000,21,10800,39,14300,
seq_10_18,45,8700,18,3800,19,16200,33,13300,37,13800,41,18600,
seq_10_19,45,9300,22,4500,21,399500,27,17000,24,17000,38,14400,
seq_10_20,45,8400,24,5000,22,27900,24,19600,25,21700,40,14700,
seq_10_21,45,8600,25,4900,20,27400,26,6700,23,10800,40,13800,
seq_10_22,45,10100,36,6500,21,16000,22,6600,23,9800,38,13600,
seq_10_23,45,10300,35,6500,23,14600,30,7500,35,28100,37,13900,
seq_10_24,45,9900,33,6400,23,19300,25,7400,21,15500,37,19700,
seq_10_25,45,10500,38,7400,22,16200,19,6100,29,10300,36,47800,
seq_10_26,45,9500,31,6300,24,14800,20,6700,24,8500,37,13300,
seq_10_27,45,8400,24,5000,22,16500,24,8000,27,10400,39,16800,
seq_10_28,45,9500,31,6000,22,14000,22,7600,25,8700,38,28200,
seq_10_29,45,10400,35,6700,22,18900,29,8200,23,7300,36,15800,
seq_10_30,45,9400,32,5800,24,16100,20,6100,22,7000,36,9900,
seq_10_31,45,7900,22,4400,22,13600,31,9200,33,10800,39,16100,
seq_10_32,45,9000,31,5800,23,16100,25,8100,36,9800,41,7800,
seq_10_33,45,10800,42,9400,23,14400,25,6700,20,7700,38,8800,
seq_10_34,45,8100,24,4800,21,15700,28,8200,23,7400,40,7800,
seq_10_35,45,8600,28,5200,23,30900,20,6700,29,10100,38,9000,
seq_10_36,45,8100,22,4500,23,14800,20,6100,25,9100,41,10100,
seq_10_37,45,10600,34,6200,22,16100,21,6600,25,7500,35,7600,
seq_10_38,45,8300,26,5000,22,13600,22,7500,27,15700,41,8400,
seq_10_39,45,10200,38,7000,20,17500,21,6400,19,8400,36,7700,
seq_10_40,45,8800,29,5400,22,16300,31,122100,22,57300,41,8300,
seq_10_41,45,11100,26,5000,22,54300,21,6300,23,2100,40,10300,
seq_10_42,45,9900,36,6600,21,6100,22,40800,21,2300,40,8100,
seq_10_43,45,9300,33,6100,23,4100,23,1500,21,2100,37,8000,
seq_10_44,45,9000,29,5500,23,6200,29,1900,29,2200,39,9100,
seq_10_45,45,9600,34,6200,19,6200,21,1500,22,2000,40,7800,
seq_10_46,45,11100,44,7600,20,3600,23,1500,27,2300,35,9200,
seq_10_47,45,8900,30,5600,24,6400,27,1500,24,1800,41,8200,
seq_10_48,45,7800,22,4200,22,3800,24,1500,22,2200,37,7900,
seq_10_49,45,7400,20,4000,23,3800,30,2000,21,1900,41,7500,
seq_10_50,45,9300,35,6000,17,6800,21,1500,20,1900,42,10900,
seq_10_51,45,8100,24,5300,22,4000,21,3900,27,2500,41,8200,
seq_10_52,45,9000,33,6000,24,5900,30,1600,24,1800,36,7400,
seq_10_53,45,7500,22,4200,23,5600,30,1800,24,1900,38,7300,
seq_10_54,45,10200,42,7000,23,3600,31,1600,23,2200,37,9500,
seq_10_55,45,9200,33,5900,23,5600,21,1500,27,1800,37,7400,
seq_10_56,45,11000,38,6500,23,3600,22,1500,29,2100,36,7000,
seq_10_57,45,8500,29,5200,22,5600,27,1700,25,2200,41,8800,
seq_10_58,45,9400,36,6200,23,5600,23,1400,23,1900,38,7400,
seq_10_59,45,9100,29,5400,22,3900,31,1700,19,1900,39,9700,
seq_10_60,45,7800,25,4600,22,5900,27,1700,25,1900,37,7400,
seq_10_61,45,8800,30,5400,24,3700,21,3800,33,2400,36,7500,
seq_10_62,45,9700,38,6500,25,5600,25,1500,31,2100,37,7500,
seq_10_63,45,8600,29,5100,23,5500,27,1700,25,1900,41,8100,
seq_10_64,45,9200,33,6000,23,3900,22,1700,21,1800,37,7300,
seq_10_65,45,8100,24,4600,22,7700,22,1700,27,2100,39,7800,
seq_10_66,45,9400,34,6200,24,5900,26,1600,20,1700,39,7500,
seq_10_67,45,11500,42,8600,24,4000,25,1600,27,2200,36,10000,
seq_10_68,45,10100,35,6200,22,5600,25,1500,39,2500,41,7700,
seq_10_69,45,12400,39,7600,23,6800,22,2900,35,6400,35,14400,
seq_10_70,45,10000,37,6500,22,5700,23,1500,23,2000,37,7600,
seq_10_71,45,9500,36,6500,22,5500,21,1700,21,2100,39,7500,
seq_10_72,45,9600,36,6200,21,3500,27,1600,25,2000,36,9200,
seq_10_73,45,8900,32,5700,23,6000,33,1700,28,1800,38,7500,
seq_10_74,45,8400,27,5000,22,4300,24,1300,23,1900,41,7600,
seq_10_75,45,10800,35,6100,21,5800,23,1600,24,2100,36,7400,
seq_10_76,45,7600,21,4100,23,15300,26,1800,24,2000,39,8100,
seq_10_77,45,12700,39,6700,24,3800,27,1500,22,1900,38,11200,
seq_10_78,45,10500,37,6500,24,5900,19,1300,27,1900,35,7100,
seq_10_79,45,7600,20,4000,19,3700,24,1900,27,2000,38,7400,
seq_10_80,45,9900,36,6300,22,6000,20,1600,25,1800,38,8900,
seq_10_81,45,9200,32,5800,24,6300,24,1500,30,2200,35,7400,
seq_10_82,45,11000,30,5600,25,3600,21,1500,23,1900,36,9400,
seq_10_83,45,9600,36,6400,23,5500,22,1500,27,2000,38,7400,
seq_10_84,45,9000,31,5400,20,3800,27,1700,30,2100,40,7500,
seq_10_85,45,8800,31,6700,22,8500,24,2100,33,4700,41,11000,
seq_10_86,45,9000,26,4900,23,6900,26,1900,21,2200,38,9000,
seq_10_87,45,9200,34,6000,24,3700,21,1500,23,1900,37,9600,
seq_10_88,45,7800,24,4500,22,5800,20,1400,20,1800,42,7300,
seq_10_89,45,8100,27,5100,24,3800,25,1800,23,1900,36,7400,
seq_10_90,45,9600,36,6100,23,5900,29,1600,22,1800,38,7000,
seq_10_91,45,8900,33,5600,23,5400,21,1500,23,1900,38,7100,
seq_10_92,45,8500,28,5200,23,3500,20,1500,24,2700,38,9900,
seq_10_93,45,9000,34,5800,22,5800,23,1600,20,1800,41,7200,
seq_10_94,45,10000,27,4900,22,3700,23,1700,25,1900,38,7100,
seq_10_95,45,8100,28,5000,21,5500,25,2300,23,2000,39,7100,
seq_10_96,45,8900,33,5700,23,5200,21,1500,34,2200,38,7100,
seq_10_97,45,9100,32,5600,22,3500,23,1500,26,1900,38,8500,
seq_10_98,45,7500,22,4200,22,5100,23,1700,25,1900,38,7300,
seq_10_99,45,9300,35,14600,23,3500,25,1600,30,2200,37,7100,
seq_20_0,190,34000,113,18000,65,10500,67,3200,65,3400,117,15100,
seq_20_1,190,32000,97,34300,58,9800,61,2900,67,3300,116,14800,
seq_20_2,190,34200,107,2800,62,9400,78,3500,63,3700,114,14100,
seq_20_3,190,46900,139,3500,64,10000,79,5900,81,3800,110,14800,
seq_20_4,190,36300,114,3000,66,21400,60,3600,59,3400,111,15400,
seq_20_5,190,34800,106,2600,60,8800,81,3700,62,3100,113,14000,
seq_20_6,190,5900,126,3000,64,10500,64,3100,78,3900,116,15800,
seq_20_7,190,5700,116,2900,64,9300,80,3200,66,3600,110,14000,
seq_20_8,190,5300,95,2400,65,8700,91,3500,61,3200,109,15300,
seq_20_9,190,5300,95,2500,65,8300,61,3100,62,3600,118,14200,
seq_20_10,190,5300,88,2300,64,9700,79,3100,74,3700,118,14100,
seq_20_11,190,5600,106,2600,58,8500,59,2800,70,3500,121,15600,
seq_20_12,190,5900,130,3100,65,8900,78,3200,67,3500,109,15700,
seq_20_13,190,5400,94,2400,67,8400,70,3300,85,3900,113,14400,
seq_20_14,190,6100,134,3200,64,11100,70,2900,66,3600,113,14900,
seq_20_15,190,7200,94,2300,63,9900,71,3600,71,6200,116,14000,
seq_20_16,190,7000,115,3300,63,12100,62,3800,61,3800,116,17500,
seq_20_17,190,5800,114,2900,65,9000,80,3200,76,3900,116,14000,
seq_20_18,190,5400,97,2400,65,9200,88,3300,76,3800,116,13600,
seq_20_19,190,8200,146,3400,66,8900,68,5000,70,3600,117,13800,
seq_20_20,190,5900,125,3000,63,9000,72,2800,72,3600,114,16300,
seq_20_21,190,5800,118,2800,65,9100,63,2900,69,3800,113,14000,
seq_20_22,190,5800,113,2800,63,8900,71,3400,73,3500,118,14600,
seq_20_23,190,7200,93,3100,62,9300,58,2700,61,3300,116,14100,
seq_20_24,190,5400,101,3300,64,9200,77,2900,77,3800,117,17100,
seq_20_25,190,6000,131,3200,63,9600,80,3400,73,3400,115,13800,
seq_20_26,190,5500,106,2600,65,10400,75,3400,62,3400,117,15100,
seq_20_27,190,5900,112,2900,63,10100,70,3700,77,4100,113,27800,
seq_20_28,190,5500,93,2400,64,9300,91,3400,61,3400,116,29700,
seq_20_29,190,5700,104,3400,64,11200,66,4100,61,3900,111,14600,
seq_20_30,190,5900,121,2900,61,8800,61,3100,60,3500,112,14000,
seq_20_31,190,5300,97,2400,63,9100,58,2700,64,5100,114,14300,
seq_20_32,190,5400,99,2500,65,9300,74,3400,86,4000,120,16000,
seq_20_33,190,6000,130,3100,59,9500,63,2700,79,3700,114,14200,
seq_20_34,190,7600,116,3700,62,9100,79,3500,71,4600,116,14000,
seq_20_35,190,5200,90,2300,61,9100,90,4100,69,5200,117,14600,
seq_20_36,190,5400,94,2400,68,9000,78,3000,71,3500,109,13700,
seq_20_37,190,6100,139,6300,66,11200,68,2700,72,3700,111,13500,
seq_20_38,190,6200,139,3200,65,8600,99,5300,63,4300,113,13600,
seq_20_39,190,5600,113,2700,65,9000,66,2900,76,3800,113,14100,
seq_20_40,190,5900,121,2900,62,9300,56,3100,76,3800,123,14300,
seq_20_41,190,5100,85,2200,58,9200,65,3100,68,3400,117,15400,
seq_20_42,190,5800,120,2900,66,9800,64,2700,58,3300,112,14000,
seq_20_43,190,6800,137,4300,64,10100,74,3400,66,4500,120,16800,
seq_20_44,190,5700,113,2800,65,9300,95,3700,59,3300,115,14200,
seq_20_45,190,5300,93,2400,65,10100,60,3000,62,3600,118,14500,
seq_20_46,190,5200,91,2300,62,8900,97,3700,63,3600,117,14100,
seq_20_47,190,6100,117,2800,65,8700,63,2800,56,3200,119,16200,
seq_20_48,190,6100,133,3300,62,8700,73,3000,73,3800,113,15000,
seq_20_49,190,5200,88,2300,66,8800,74,2900,64,3200,116,14000,
seq_20_50,190,5000,77,2000,64,9300,66,3100,64,5400,119,14000,
seq_20_51,190,5100,88,2300,58,8700,66,3100,68,3500,116,14000,
seq_20_52,190,5300,97,2500,59,10800,80,3600,74,3800,109,14900,
seq_20_53,190,5700,123,3000,67,10800,61,3200,72,3900,114,14600,
seq_20_54,190,5700,108,2600,63,9400,80,3200,63,3300,113,13500,
seq_20_55,190,5300,96,2400,63,9100,80,2700,66,3500,117,13700,
seq_20_56,190,5800,121,3000,63,9700,70,2900,67,3400,115,13900,
seq_20_57,190,5600,109,2700,64,9400,79,7200,95,4100,115,14000,
seq_20_58,190,7700,136,3300,63,9400,73,2800,69,3400,117,16100,
seq_20_59,190,5900,123,3000,63,9200,84,3300,68,3700,117,13900,
seq_20_60,190,5800,121,2900,69,11100,79,3000,75,3900,115,25500,
seq_20_61,190,5800,109,2700,64,11100,61,2600,78,4000,116,16100,
seq_20_62,190,5900,126,3100,63,22700,58,3000,90,4500,113,15400,
seq_20_63,190,6200,123,3100,66,10100,61,3100,66,3500,115,38800,
seq_20_64,190,5600,97,2500,60,9500,87,3900,68,3600,116,12900,
seq_20_65,190,5700,110,2700,64,8700,76,4700,65,3600,119,13500,
seq_20_66,190,6000,133,3200,59,9700,66,3000,74,3600,104,12400,
seq_20_67,190,5400,91,2300,65,9000,73,3200,68,3600,118,12300,
seq_20_68,190,5900,131,3200,65,8600,60,2700,61,3300,118,12200,
seq_20_69,190,5100,89,2300,64,10400,75,3200,93,4600,114,11900,
seq_20_70,190,5600,106,2600,61,10000,89,3400,58,3400,114,13800,
seq_20_71,190,5500,101,2500,67,8800,65,2900,102,3600,113,12000,
seq_20_72,190,5400,95,2500,64,11000,83,3100,80,4500,119,12300,
seq_20_73,190,5100,86,2300,59,10800,61,2800,81,3900,111,12200,
seq_20_74,190,6000,127,4300,65,8700,63,3500,57,3500,116,14800,
seq_20_75,190,5700,119,2800,65,8100,71,3100,73,3400,113,11900,
seq_20_76,190,7500,104,2500,59,8300,59,2800,67,3700,113,12000,
seq_20_77,190,5400,98,2500,62,8900,72,3200,63,5100,114,12100,
seq_20_78,190,7600,114,3700,62,9600,71,3200,64,4200,113,12900,
seq_20_79,190,5700,116,2800,65,8600,64,2900,68,3300,123,12400,
seq_20_80,190,5500,105,2500,65,9100,105,3400,65,3400,114,12800,
seq_20_81,190,4900,76,2000,61,12600,69,3000,68,5400,114,12000,
seq_20_82,190,8000,117,3800,64,8600,82,3500,65,3400,119,12100,
seq_20_83,190,5900,127,3200,59,8600,62,2900,59,3400,106,11300,
seq_20_84,190,5800,109,2700,66,8900,72,4400,72,3700,117,12100,
seq_20_85,190,5400,95,2500,65,8900,81,3100,73,3900,116,12100,
seq_20_86,190,5700,115,2900,65,9900,75,4500,81,4200,112,12000,
seq_20_87,190,7300,105,3500,63,8900,57,2700,74,3900,118,12100,
seq_20_88,190,5800,117,2900,61,8700,64,4500,63,4700,114,12000,
seq_20_89,190,5700,109,2800,65,8800,69,3000,80,3900,113,13700,
seq_20_90,190,6100,130,3200,63,8900,62,2700,73,3700,112,12000,
seq_20_91,190,5300,96,2500,62,9400,74,3300,73,3600,118,14300,
seq_20_92,190,6100,113,3100,61,12200,59,3400,67,4400,117,15400,
seq_20_93,190,5400,88,3000,60,9300,80,3700,60,3200,116,14600,
seq_20_94,190,5700,114,2900,63,9000,56,2900,79,3900,118,12900,
seq_20_95,190,5400,97,2500,58,15100,88,3200,71,3500,117,12500,
seq_20_96,190,7100,105,3500,62,12800,74,4700,69,4700,116,19600,
seq_20_97,190,5700,113,2800,64,9100,89,3300,63,3300,116,14400,
seq_20_98,190,6300,147,3500,66,8400,61,2800,76,3800,113,12300,
seq_20_99,190,5700,114,2900,63,9000,56,2700,66,3700,111,12200,
seq_30_0,435,13400,240,5700,111,15000,115,5200,123,5600,209,21800,
seq_30_1,435,14100,221,5100,114,15000,110,5700,121,5200,207,28200,
seq_30_2,435,13300,272,6200,106,13700,116,6200,129,6000,199,11000,
seq_30_3,435,12900,262,8100,106,12700,110,5800,166,9200,203,11000,
seq_30_4,435,12200,217,5000,114,12700,105,5800,107,5400,200,10800,
seq_30_5,435,12500,242,5500,111,13700,114,4400,133,6200,207,10700,
seq_30_6,435,11700,204,4800,114,14500,116,4700,165,9200,213,10600,
seq_30_7,435,11400,186,4400,115,15400,134,6200,165,7800,202,10400,
seq_30_8,435,12700,246,5600,119,14600,110,4800,138,5000,213,13200,
seq_30_9,435,13800,250,5700,110,14300,128,5000,132,5600,204,12400,
seq_30_10,435,12700,240,5500,111,16800,167,6300,121,5600,210,10500,
seq_30_11,435,12100,215,5000,107,15400,108,4600,111,5000,204,11400,
seq_30_12,435,12000,209,4900,107,26300,122,5800,129,6200,212,10500,
seq_30_13,435,12800,251,5700,112,16300,135,5300,133,5500,204,10400,
seq_30_14,435,12700,248,5700,105,13400,135,5300,103,4800,206,10500,
seq_30_15,435,13200,281,6300,112,14000,113,6300,119,5200,199,10200,
seq_30_16,435,12700,270,6200,108,13200,110,4400,122,5300,205,10100,
seq_30_17,435,12300,228,5200,111,14300,127,5000,116,6800,199,10200,
seq_30_18,435,12800,261,5900,108,14300,131,4900,117,5300,199,12200,
seq_30_19,435,13100,267,6100,112,13700,119,4700,117,5300,198,11200,
seq_30_20,435,13600,301,6600,113,15000,146,5200,123,5100,200,12200,
seq_30_21,435,12800,237,5600,108,17100,131,5400,131,6300,209,14800,
seq_30_22,435,13300,280,7400,116,16500,112,4100,128,5200,194,10500,
seq_30_23,435,14300,190,5400,108,16300,115,4900,142,6900,208,12300,
seq_30_24,435,12200,229,5200,110,20000,138,5600,126,5300,203,11100,
seq_30_25,435,12800,254,5700,116,13200,130,5500,138,5800,204,10400,
seq_30_26,435,17300,264,7100,115,14100,125,6400,126,5700,205,12500,
seq_30_27,435,27200,232,5600,114,14200,119,4900,165,6900,206,13000,
seq_30_28,435,18400,289,6600,107,14100,135,5500,112,6800,199,11400,
seq_30_29,435,17900,259,6100,116,16200,139,5100,137,7400,203,10800,
seq_30_30,435,12400,230,5300,112,15600,124,5000,122,5400,198,13900,
seq_30_31,435,14500,302,7000,106,15700,119,5100,170,6400,204,13200,
seq_30_32,435,12200,220,5200,114,33800,126,4800,129,6300,202,22000,
seq_30_33,435,13200,257,5700,115,16200,134,5800,123,5500,201,16300,
seq_30_34,435,13000,267,6000,113,14500,120,4400,106,5100,213,10400,
seq_30_35,435,11800,199,4500,104,14800,126,4900,164,6300,205,10700,
seq_30_36,435,12800,262,5900,112,14200,171,5700,122,5400,205,10600,
seq_30_37,435,12900,258,5700,112,14600,124,4900,124,5400,203,10400,
seq_30_38,435,12800,251,5700,109,12200,144,5100,117,5200,200,10100,
seq_30_39,435,12600,258,5900,112,12100,116,5300,132,5600,197,10000,
seq_30_40,435,12500,239,5500,113,13200,126,7400,134,5800,202,10400,
seq_30_41,435,12500,241,6800,106,12000,122,4600,116,5200,210,10700,
seq_30_42,435,13100,277,6100,111,13000,116,4500,118,6700,202,18200,
seq_30_43,435,11400,170,4200,107,16900,167,6200,132,7400,208,13800,
seq_30_44,435,12300,218,5000,111,14800,116,5000,124,7800,201,22200,
seq_30_45,435,13000,207,4800,111,13800,132,5100,137,5500,209,10500,
seq_30_46,435,13400,271,6100,109,14100,116,4700,120,5300,204,12200,
seq_30_47,435,12200,230,5200,111,14700,133,5400,141,5700,212,12100,
seq_30_48,435,13400,289,6500,113,13400,136,7400,111,7600,195,11100,
seq_30_49,435,13000,258,5900,107,17000,133,5500,129,6100,194,9800,
seq_30_50,435,13000,275,6100,107,13300,139,4900,116,4800,202,9800,
seq_30_51,435,12300,211,4900,114,13900,130,4900,123,5500,203,9500,
seq_30_52,435,14400,249,5600,109,11700,114,8900,166,7100,200,9600,
seq_30_53,435,12700,263,5900,111,12700,130,4900,101,4700,205,10900,
seq_30_54,435,12100,231,5300,107,13800,129,5400,118,6500,208,9500,
seq_30_55,435,13300,286,7700,113,19900,129,6000,100,7800,205,10400,
seq_30_56,435,12600,242,5500,115,15500,112,5100,123,5800,206,11100,
seq_30_57,435,13500,258,5800,112,27400,113,13000,134,7400,201,12000,
seq_30_58,435,12600,238,5500,105,13700,112,5500,157,14000,209,12300,
seq_30_59,435,12900,263,6000,113,14400,125,4700,120,4900,199,9700,
seq_30_60,435,12200,246,5500,115,15200,155,5300,132,5600,207,9600,
seq_30_61,435,13100,271,6100,109,18300,126,4500,145,5800,206,9800,
seq_30_62,435,14700,301,6700,114,12800,155,5000,145,5700,204,9700,
seq_30_63,435,13200,273,6200,107,14600,141,6700,154,5800,208,11000,
seq_30_64,435,12700,243,5500,109,12000,113,4900,130,6500,204,9800,
seq_30_65,435,12100,215,4900,110,12000,122,4400,124,6700,207,9800,
seq_30_66,435,12600,255,5700,109,17800,125,4400,122,5100,204,9800,
seq_30_67,435,12200,232,5300,115,13500,139,5400,152,7500,201,9300,
seq_30_68,435,13100,276,6100,111,13100,123,4500,136,5400,202,9800,
seq_30_69,435,13300,287,6300,111,14300,185,6200,163,5800,200,11200,
seq_30_70,435,11700,213,4800,106,16800,129,4600,131,5600,213,11800,
seq_30_71,435,11800,202,4700,110,16600,112,4600,131,5300,210,9400,
seq_30_72,435,10900,161,3800,111,16700,128,5100,130,5300,206,9700,
seq_30_73,435,12500,245,5500,113,17100,110,4100,137,5900,210,9600,
seq_30_74,435,16600,251,5600,115,14300,131,4300,107,5000,206,9500,
seq_30_75,435,12000,215,5000,112,13000,107,4000,121,5400,209,9300,
seq_30_76,435,13000,266,5900,113,11900,112,5600,134,5800,205,9300,
seq_30_77,435,11400,191,4400,114,11700,123,4900,129,5000,204,9400,
seq_30_78,435,13100,276,7600,112,14700,123,4500,119,6800,198,9800,
seq_30_79,435,14200,343,7500,105,15200,150,5100,122,5200,204,10100,
seq_30_80,435,14100,278,6200,113,12800,121,4800,146,6100,200,11000,
seq_30_81,435,11900,219,5000,115,13100,107,4200,111,5100,205,11200,
seq_30_82,435,13400,287,6400,110,15000,158,4900,118,4900,201,9300,
seq_30_83,435,12400,246,5500,110,12900,142,15400,135,12400,201,9800,
seq_30_84,435,12900,250,5600,113,13100,112,4400,120,4500,205,9300,
seq_30_85,435,11900,216,5000,108,11700,139,5100,119,4900,207,9500,
seq_30_86,435,13000,259,5900,113,12800,109,6600,128,5200,201,9600,
seq_30_87,435,12400,237,5400,113,12000,121,4000,119,4900,203,9500,
seq_30_88,435,12200,232,6600,111,12200,119,4500,174,7100,201,10700,
seq_30_89,435,12600,265,6000,115,13100,132,4300,176,7700,204,9400,
seq_30_90,435,11700,210,4700,115,13500,133,5000,124,4800,201,10600,
seq_30_91,435,12900,271,6000,109,13100,125,4700,119,5300,196,10700,
seq_30_92,435,12900,244,5500,112,13200,140,5000,117,4700,202,9400,
seq_30_93,435,12300,249,5600,116,13100,152,4800,165,6100,206,9300,
seq_30_94,435,12500,251,5600,109,14000,131,4800,109,4600,203,9100,
seq_30_95,435,11800,208,5400,110,13500,125,4400,122,4900,203,9600,
seq_30_96,435,12100,231,5200,115,12100,120,4400,189,6100,202,9600,
seq_30_97,435,22000,250,5700,111,11700,120,5500,140,5300,206,9600,
seq_30_98,435,13700,314,6900,111,11600,130,5700,117,4800,200,9600,
seq_30_99,435,13200,262,6000,108,11600,119,5900,123,13900,207,10200,
seq_40_0,780,21900,427,9300,164,19700,160,5700,202,6900,306,13300,
seq_40_1,780,22500,440,9500,165,28600,261,7800,185,7000,301,14700,
seq_40_2,780,21500,410,8900,162,18500,195,6800,194,7300,302,13700,
seq_40_3,780,22200,430,9300,170,16800,177,6400,173,6800,308,12800,
seq_40_4,780,23000,504,10900,158,16800,185,6800,250,8200,302,13000,
seq_40_5,780,22300,434,9400,164,17600,182,6300,164,7900,303,12900,
seq_40_6,780,20800,373,8200,171,30100,178,7100,195,7400,307,12900,
seq_40_7,780,23300,387,9700,163,18000,203,9300,172,6600,311,13000,
seq_40_8,780,24500,498,10800,169,17500,161,7100,200,9000,302,15900,
seq_40_9,780,34100,506,16000,171,29000,206,10600,195,11500,313,17900,
seq_40_10,780,33300,481,15100,165,28100,210,9900,175,10800,304,20100,
seq_40_11,780,35100,403,15500,164,30900,172,9700,162,24100,307,21200,
seq_40_12,780,35800,441,15000,162,27700,196,21300,179,10500,313,21500,
seq_40_13,780,32600,334,13500,164,29800,172,10200,179,13400,309,19800,
seq_40_14,780,32300,434,13600,171,27200,181,11500,203,11800,309,17700,
seq_40_15,780,29600,342,11200,159,26600,178,9300,178,10800,308,17000,
seq_40_16,780,35700,447,15500,164,28100,213,13800,182,10900,302,19900,
seq_40_17,780,26100,382,8700,165,18700,161,7500,178,6700,316,14300,
seq_40_18,780,21100,339,7500,165,19200,183,28600,177,7000,314,14900,
seq_40_19,780,23700,485,10500,165,18600,185,6700,200,7100,303,12700,
seq_40_20,780,22200,440,9600,173,18300,188,6300,199,6100,298,13700,
seq_40_21,780,23100,487,10500,167,19100,184,6200,169,6900,302,15800,
seq_40_22,780,20400,361,9600,166,19600,190,6900,198,7600,310,12500,
seq_40_23,780,22100,449,9700,165,17200,206,6100,181,6000,304,12400,
seq_40_24,780,27000,444,11400,167,20900,163,8000,208,8100,313,12900,
seq_40_25,780,21500,405,9000,164,18100,225,8600,186,7800,309,12800,
seq_40_26,780,21800,419,9100,164,17300,152,5600,174,6600,301,12500,
seq_40_27,780,21400,395,8700,167,18400,213,6300,220,6700,309,14100,
seq_40_28,780,34000,426,9400,160,18400,203,6000,166,6300,314,14400,
seq_40_29,780,22000,436,9500,171,18200,224,7700,181,6000,317,13900,
seq_40_30,780,22300,426,9200,167,20900,196,6800,160,6400,313,13200,
seq_40_31,780,21400,390,9400,168,18700,190,7200,211,7100,305,12500,
seq_40_32,780,21200,397,8700,171,17500,197,6800,200,7400,305,12400,
seq_40_33,780,27600,391,9300,170,19300,209,5900,162,6500,304,13300,
seq_40_34,780,22100,410,9000,165,19700,227,7600,168,6000,297,14400,
seq_40_35,780,21700,391,8500,169,18500,211,7600,214,7700,309,24300,
seq_40_36,780,21000,371,8200,166,19500,192,7500,176,6900,308,14400,
seq_40_37,780,25500,390,11200,165,22900,180,8300,176,9000,307,15700,
seq_40_38,780,24700,444,9700,165,17600,175,6600,174,11900,299,13500,
seq_40_39,780,22400,456,10000,167,27400,195,7100,211,7400,307,15300,
seq_40_40,780,22700,463,10000,168,9500,187,8200,155,6000,306,12700,
seq_40_41,780,21800,405,9100,166,10000,196,7500,184,11200,307,15300,
seq_40_42,780,21600,415,9100,165,11000,222,8000,171,6400,309,15300,
seq_40_43,780,22700,452,9800,166,7900,201,7100,215,8000,305,13300,
seq_40_44,780,22600,449,9800,163,10400,227,9200,191,10200,305,37300,
seq_40_45,780,33500,367,13700,157,12600,202,12700,175,12400,306,28800,
seq_40_46,780,33800,407,13700,165,10600,185,10800,202,11300,305,18200,
seq_40_47,780,22400,400,9000,167,8100,191,8900,181,7900,311,15800,
seq_40_48,780,24000,393,8800,168,7100,174,6400,165,6100,315,13000,
seq_40_49,780,30500,435,13000,163,8400,189,8500,181,6800,314,14000,
